13.73	6.391	0.0243	35.6222	21.0611
0.12	6.372	0.0343	34.5667	18.9167
0	6.353	0.0464	34.9944	16.6222
0.03	6.333	0.0543	35.7556	17.0111
0	6.313	0.0507	34.9556	19.6389
0	6.292	0.0407	35.6389	18.3833
0	6.27	0.0371	36.8	20.0944
0	6.247	0.0321	37.1556	21.5278
0	6.224	0.03	36.8944	21.6833
0	6.201	0.0271	37.2611	23.1
0	6.177	0.0243	37.7	21.1333
0	6.152	0.0229	38.2778	20.6389
0	6.126	0.0214	37.7889	21.35
0	6.1	0.02	37.4556	21.4778
0	6.074	0.0179	37.7889	20.8389
0.03	6.047	0.0179	37.3722	21.3611
0	6.019	0.0164	36.9222	17.75
0	5.991	0.0157	37.3111	17.9
0	5.962	0.015	38.3722	17.5833
0	5.933	0.0143	38.5611	17.6944
0	5.903	0.0136	38.7444	18.2778
0	5.873	0.0121	38.9722	17.2611
1.08	5.842	0.0107	37.3889	17.9556
1.02	5.811	0.0093	34.4444	17.1833
10.11	5.779	0.0171	31.2722	17.8389
4.2	5.747	0.0186	30.75	18.2333
0.11	5.715	0.0157	32.8389	19.3111
0.06	5.682	0.0486	33.4722	19.8111
0.38	5.648	0.03	32.7278	19.9222
0.09	5.614	0.02	34.0222	17.75
0.12	5.58	0.0157	35.1667	18.3778
0	5.545	0.015	35.5333	18.05
0	5.51	0.0143	35.4389	15.1222
0.17	5.474	0.015	35.4444	15.3056
1.51	5.438	0.015	36.5889	16.2056
0	5.402	0.0143	36.5667	15.3833
0.21	5.365	0.0136	35.5833	19.1111
0.46	5.328	0.0129	35.4389	20.5111
4.54	5.291	0.0121	34.2389	19.7944
30.75	5.253	0.0164	27.1778	17.5
1.22	5.215	0.0186	21.3889	16.85
0.06	5.177	0.0314	25.3667	14.7056
0	5.138	0.0343	29.15	12.35
0.08	5.099	0.0286	29.7167	15.05
0	5.06	0.0336	28.7056	18.0278
0.08	5.02	0.0314	29.5	16.75
0.57	4.981	0.03	30.8889	14.5167
6.54	4.941	0.0307	30.3222	17.9778
1.15	4.901	0.035	29.35	19.8444
0.52	4.86	0.0321	29.7111	19.45
0.25	4.82	0.0307	30.8611	19.0167
12.6	4.779	0.0286	31.9	18.65
8.75	4.738	0.0286	31.2778	17.8222
0.59	4.697	0.0757	31.0111	16.9111
0.18	4.656	0.0521	31.7389	17.2444
0	4.614	0.0436	30.9056	15.4111
0	4.573	0.0343	27.7889	10.9778
0	4.531	0.0279	25.5778	8.3444
0	4.489	0.0286	24.7333	7.0667
0	4.448	0.0286	27.1556	8.2611
0	4.406	0.0279	28.9333	7.8667
0	4.364	0.0257	30.2556	8.5444
0	4.322	0.0236	30.4333	8.5
0	4.28	0.0221	30.2833	8.9944
0.25	4.238	0.0214	30.3556	8.4111
0	4.195	0.02	29.6389	9.9556
0.06	4.153	0.0221	31.2111	12.6444
0	4.111	0.0221	28.9111	14.6389
0.07	4.069	0.02	27.2333	13.2056
0.16	4.027	0.0193	28.3333	14.1167
0.05	3.985	0.0186	29.3056	17.3833
0	3.943	0.0186	28.3389	15.8889
0	3.901	0.0179	29.0333	11.1333
0.08	3.859	0.0179	30.4889	11.9
0.49	3.818	0.0179	32.5056	12.5167
2.42	3.776	0.0193	32.0667	14.2222
14.45	3.735	0.0214	30.8111	15.6611
18.51	3.693	0.2657	23.2167	7.0667
0.01	3.652	0.205	16.7833	3.3111
0.16	3.611	0.0664	20.25	3.8167
1.55	3.57	0.0443	21.6611	6.7944
1.33	3.53	0.0371	20.3667	12.1167
0.03	3.489	0.035	21.9167	13.0444
0	3.449	0.0343	23.3778	11.0556
0	3.409	0.0329	23.4611	9.1722
0.02	3.369	0.0307	23.9667	6.8667
0.03	3.329	0.03	23.7167	4.9444
0.01	3.29	0.03	24.1167	4.2278
0.06	3.251	0.03	23.75	10.5167
0.07	3.212	0.03	24.5333	15.0167
0.08	3.173	0.03	25.9889	17.2389
0.01	3.135	0.03	26.3111	16.8111
1.46	3.097	0.03	26.45	12.2167
0	3.06	0.0286	26.0667	8.6
0	3.022	0.0286	27.5056	8.6056
0	2.985	0.03	30.1722	11.75
0	2.949	0.03	25.2333	9.55
0	2.913	0.03	21.35	2.0833
0	2.877	0.0279	21.5611	-0.6889
0.14	2.841	0.0279	23.6667	2.5389
0.1	2.806	0.0279	20.6	4.2556
1.23	2.772	0.0279	16.1	-4.5944
5.11	2.737	0.0279	16.6833	-2.7722
1.33	2.704	0.0279	18.0278	5.2389
5.91	2.67	0.03	18.3222	9.9
0.58	2.637	0.0307	18.1556	11.0722
0.62	2.605	0.0321	19.8667	12.9722
0.12	2.573	0.035	23.2722	13.0278
0.02	2.541	0.0364	24.9667	3.0333
0	2.51	0.0364	23.8556	4.85
0.02	2.48	0.035	18.7278	1.2611
0.01	2.449	0.035	18.5556	-2.5167
0.03	2.42	0.035	17.9944	3.6
0.02	2.391	0.0343	14.85	1.75
0.1	2.362	0.0321	15.2278	-0.2167
0	2.334	0.0321	18.9222	-1.2222
0	2.307	0.0329	23.2611	3.0833
0	2.28	0.0343	25.6278	5.4722
0	2.254	0.035	24.4722	6.1333
0	2.228	0.0343	17.6444	2.5
0	2.203	0.0321	14.5	-8.2667
0	2.178	0.0343	16.9278	-7.9333
0	2.154	0.035	17.9056	-5.3278
0	2.131	0.035	18.7667	-0.5833
0	2.108	0.0343	20.8111	-4.0278
0	2.086	0.0343	22.3111	1.1278
0	2.064	0.035	20.3667	6.7222
0	2.043	0.035	18.1333	-3.8111
0	2.023	0.035	18.25	-1.6556
0.01	2.003	0.035	19.0889	-5.2056
0	1.984	0.035	18.6667	-1.0833
0.02	1.966	0.0343	15.3667	-5.2889
0.09	1.948	0.035	19.1056	-0.4389
1.19	1.931	0.035	25.3778	5.3611
0.23	1.915	0.035	26.1222	9.7833
10.72	1.899	0.0364	23	16.6222
1.37	1.884	0.0407	22.85	16.8833
1.54	1.869	0.0429	22.1056	11.1722
4.15	1.856	0.0493	18.4556	8.2222
2.12	1.843	0.0421	15.1611	8.1167
0	1.83	0.04	16.9111	7.2722
0	1.819	0.0421	18.8389	-1.0556
0	1.808	0.0407	23.9889	2.15
0.01	1.797	0.0386	22.6778	2.5389
0.02	1.788	0.04	23.3889	5.1778
0.12	1.779	0.0407	24.9111	13.3889
0.38	1.771	0.0386	19.8222	3.6611
0.05	1.763	0.0364	9.3889	-1.0556
0	1.757	0.0364	12.35	0.6889
0.59	1.751	0.0371	17.8111	6.15
0.01	1.745	0.0364	16.05	2.4222
0	1.741	0.035	12.7	-4.8833
0	1.737	0.0329	14.3556	-4.5222
0	1.73	0.0329	16.7389	-1.7333
0	1.731	0.0343	20.1056	4.25
0	1.73	0.0343	22.8556	2.6444
0	1.729	0.0343	16.2944	0.0611
0.19	1.729	0.0329	10	-2.7444
0.05	1.729	0.0329	13.7944	-5.3333
0	1.73	0.0343	15.9556	-1.4667
0	1.732	0.035	18.5167	3.0056
0.13	1.735	0.0364	23.8611	10.0056
3.91	1.738	0.0364	20.9389	5.9944
4.99	1.742	0.035	6.9167	-1.1111
3.96	1.747	0.0386	3.7667	-0.7944
1.11	1.753	0.0421	9.1833	0.8389
0.69	1.759	0.0457	14.3944	5.0556
3.28	1.766	0.0479	19.55	8.1
28.12	1.774	0.0629	16.9889	2.5389
0.78	1.782	0.085	5.8944	-3.6333
0.25	1.791	0.1014	5.9556	-4.5
0.59	1.801	0.0693	9.5944	-4.7
1.53	1.811	0.0614	8.9611	-4.8444
4.99	1.822	0.0586	13.0444	-0.3944
3.1	1.834	0.0543	17.4333	6.2944
2.39	1.847	0.0536	17.8444	9.8722
2	1.86	0.0521	21.5667	7.5222
7.15	1.874	0.0521	12.9667	-3.8056
2.92	1.889	0.0543	1.8778	-3.0889
1.5	1.904	0.0571	11.0667	-1.3333
0.14	1.92	0.0536	12.5444	-1.8111
4.82	1.937	0.0521	3.15	-9.3889
7.43	1.954	0.0536	-3.75	-12.4389
0.14	1.972	0.0536	2.25	-16.2056
0.06	1.991	0.0507	4.8611	-12.0167
0.36	2.01	0.0493	5	-3.25
0.63	2.03	0.0521	11.0667	1.0278
0	2.05	0.0521	17.0833	2.0278
0.07	2.071	0.0521	18.2222	0.4278
0.02	2.093	0.0521	18.7889	1.3778
0	2.116	0.0507	18.3833	-2.0833
0	2.139	0.0493	20.8278	1.9889
0.01	2.162	0.0471	21.7	4.4056
0.12	2.186	0.0471	20.3778	1.5778
0.78	2.211	0.0471	20.4389	0.7944
2.66	2.237	0.0429	21.9111	8.4889
0.14	2.263	0.0429	24.3833	14.4556
0.04	2.289	0.0429	24.8	14.1389
0.02	2.316	0.0421	20.4444	8.9389
0	2.344	0.0421	19.1278	3.3611
0.16	2.372	0.0429	18.4222	2.9556
0.7	2.401	0.0443	16.9889	5.6833
0.35	2.43	0.0443	20.7889	9.15
1.48	2.46	0.0443	21.0889	10.8556
2.7	2.49	0.0443	21.5056	13.7167
12.35	2.52	0.0493	22.7722	14.2611
21.09	2.552	0.0493	19.7222	13.5889
2.3	2.583	0.0521	23.4222	12.2389
51.95	2.616	0.6221	21.7444	10.9667
0.12	2.648	3.3425	14.1778	9.0667
0.04	2.681	1.907	15.0111	6.8611
0.04	2.715	0.54	13.1167	1.9
0.55	2.749	0.3614	10.3111	2.9667
0	2.783	0.2828	14.3056	3.0167
0	2.818	0.235	17.3222	0.3889
0.02	2.853	0.2043	19.8944	2.4389
0	2.889	0.1807	23.3444	8.6944
0	2.925	0.1671	26.6111	8.5556
0.13	2.961	0.1564	24.2389	6.8667
1.45	2.998	0.1436	21.9278	10.35
0.04	3.035	0.1357	19.6611	9.8722
0	3.072	0.1271	19.8389	-0.6056
0	3.11	0.1193	20.7444	0.4056
1.57	3.148	0.1128	22.5167	8.85
8.02	3.186	0.1357	24.2667	11.8889
0	3.225	0.1114	21.4833	5.1778
0.08	3.264	0.1371	19.7722	1.8056
0.16	3.303	0.1193	20.8	5.4278
0.08	3.343	0.1093	22.9444	9.5833
1.27	3.382	0.1071	21.9167	2.9444
1.17	3.422	0.105	19.9889	0.6
6.47	3.462	0.0978	19.4556	6.25
6.14	3.503	0.1093	22.6444	11.6111
0	3.543	0.1171	24.8111	6.0167
0.01	3.584	0.1036	25.4222	7.5611
5.16	3.625	0.0957	25.3611	13.2611
0.88	3.666	0.0943	25.2389	15.8833
12.19	3.707	0.1314	21.5833	9.9333
0.02	3.749	0.4035	23.4222	4.6556
0.05	3.79	0.1786	24.2722	6.45
0.01	3.832	0.1371	24.6111	11.0778
0.31	3.874	0.1214	25.0889	12.0778
0.32	3.915	0.1114	22.5444	6.0389
12.04	3.957	0.105	18.1778	6.2556
1.94	3.999	0.1071	15.1444	5.6
3.79	4.041	0.1036	15.9056	5.7444
3.45	4.083	0.115	13.2556	4.1444
0.51	4.125	0.1171	16.6889	1.1389
0.04	4.167	0.1128	23.9167	2.8222
0.03	4.21	0.105	28.8722	5.2833
0	4.252	0.1	28.7056	8.3833
0.04	4.294	0.0957	26.8444	12.4833
2.12	4.336	0.0921	22.5	9.3778
1.51	4.378	0.0871	17.6889	5.2389
0.2	4.42	0.085	21.9333	1.3611
0	4.462	0.0871	27.6111	5.3222
0	4.503	0.0871	28.1389	9.1611
0.01	4.545	0.0821	23.4556	8.4722
0	4.587	0.0786	19.9333	4.5667
0.11	4.628	0.08	24.1389	7.7333
8.92	4.67	0.0786	25.1056	10.3167
26.65	4.711	0.085	22.1278	11.5
0.59	4.752	0.1543	17.0278	10.1
0.98	4.793	0.1628	17.6	11.5389
5.23	4.833	0.1336	22.6111	13.9611
15.95	4.874	0.1393	25.05	15.25
39.74	4.914	0.9856	22.7278	13.6778
7.65	4.954	1.8498	23.2111	13.9833
2.17	4.994	1.2142	25.3833	15.2278
2.36	5.034	0.6128	26.4667	15.7889
13.39	5.073	0.5671	26.8111	14.7056
0.06	5.112	0.5535	25.9167	15.4056
0.13	5.151	0.4357	26.6611	15.1167
0.42	5.189	0.3643	29.1889	19.0167
0.35	5.228	0.3157	29.95	18.15
0.67	5.266	0.28	27.8944	19.8444
1.63	5.303	0.2514	27.4333	19.4333
1.21	5.341	0.2378	27.0889	17.6222
0.69	5.377	0.2214	27.6944	18.0778
0.43	5.414	0.2164	28.0667	16.9444
2.46	5.45	0.2021	28.6	17.1944
3.23	5.486	0.1921	29.8	16.3722
5.08	5.522	0.7499	27.5611	15.4389
0	5.557	0.2914	26.5667	11.2389
0	5.591	0.2214	27.0333	11.1667
0	5.626	0.2021	27.7167	11.3667
0.13	5.659	0.185	27.9056	15.1278
0.37	5.693	0.1736	27.9	17.5833
1.06	5.726	0.165	26.0167	18.5389
3.3	5.758	0.1628	25.7056	19.5778
0.29	5.79	0.165	26.9	20.4
0.01	5.822	0.1607	28.4	19.4833
0	5.853	0.1586	29.3556	19.3333
0.02	5.883	0.1543	30.9167	20.45
0.08	5.913	0.1457	31.7444	18.5389
0.05	5.943	0.1371	31.9444	19.9444
0.66	5.972	0.1293	31.5278	19.4667
0.58	6.001	0.1228	32.0278	17.8778
8.96	6.029	0.1193	30.9556	16.85
6.6	6.056	0.1457	31.0833	17.2944
13.7	6.083	0.1543	30.9111	16.1333
0	6.109	0.2728	32.4778	18.8111
0.07	6.135	0.1807	34.0833	20.3056
0	6.16	0.1543	34.1389	20.5222
0	6.185	0.1393	34.1	19.5278
0	6.209	0.1214	33.7111	20.6667
0	6.232	0.105	32.6333	19.9556
0	6.255	0.0978	31.5556	18.05
6.1	6.277	0.0921	31.3389	15.5389
22.53	6.299	0.0886	31.7167	16.9444
4.47	6.32	0.1078	30.5722	14.5778
11.35	6.34	0.36	29.6389	16.9056
4.17	6.36	0.1786	30.2722	16.5944
3	6.379	0.1564	31.9056	18.5556
3.74	6.397	0.15	30.9111	20.6278
10.24	6.415	0.1371	28.3778	19.0833
2.33	6.432	0.1314	29.4944	19.4611
11.44	6.448	0.1521	31.7833	20.9667
1.06	6.464	0.1293	31.6111	17.1778
0.46	6.479	0.1393	31.25	16.2611
0	6.494	0.125	32.1667	18.0333
0	6.507	0.1336	32.7444	19.7611
0	6.52	0.1193	33.0444	18.7833
0	6.533	0.1093	33.3111	19.5056
0.11	6.544	0.1014	33.1333	18.2833
0.4	6.555	0.0943	34.6778	18.6444
0.31	6.566	0.0886	34.7278	19.3889
3.17	6.575	0.085	35.5944	21.75
8.71	6.584	0.0836	32.6444	19.5778
3.35	6.592	0.1071	32.3333	19.6611
0.51	6.599	0.0836	31.75	21.6833
0.01	6.606	0.0836	31.7111	22.1444
0	6.612	0.0771	32.0833	20.8611
0.82	6.617	0.0736	32.9222	19.7222
1.56	6.622	0.0693	33.95	16.7667
11.84	6.626	0.0693	33.1444	19.1889
4.24	6.629	0.0736	32.0944	19.7611
1.07	6.631	0.0643	31.9111	19.8
1.32	6.633	0.0614	32.2889	21.0833
0	6.634	0.0707	33.1278	22.0222
0	6.634	0.0664	34.0889	19.4722
0	6.634	0.0629	34.4444	20.0278
0	6.633	0.0586	34.3722	20.8889
0	6.631	0.0557	34.4056	19.7611
0.18	6.628	0.0521	35.5389	20.3333
0.22	6.625	0.0493	35.9611	19.3833
3	6.621	0.0471	36.3056	20.6667
24.16	6.616	0.0457	35.3444	20.9611
5.12	6.61	0.0507	33.6556	19.5611
1.25	6.604	0.0757	32.2111	19.3167
0.2	6.597	0.0978	33.5333	20.1556
0.02	6.589	0.0707	33.8389	21.4389
0.02	6.581	0.06	34.1389	21.6278
0	6.572	0.0543	34.1889	21.7667
0	6.562	0.0493	34.3167	21.1722
0	6.552	0.0471	34.4167	20.8556
0.01	6.54	0.0443	34.4167	19.6889
1.05	6.529	0.0421	34.0278	21.15
8.28	6.516	0.0457	29.5722	20.5333
0.27	6.503	0.0479	29.1	20.6556
1.07	6.489	0.0443	31.7	20.5389
0.12	6.474	0.0443	33.0111	21.1222
0	6.459	0.0429	33.7444	21.2611
0.02	6.443	0.0407	35.4611	18.0389
1.72	6.426	0.0386	35.85	19.9889
0.18	6.409	0.0371	35.5778	18.3833
1.31	6.391	0.0364	37.0389	16.4389
0.7	6.372	0.0343	34.9333	14.9
4.54	6.353	0.0329	33.8556	16.2556
11.76	6.333	0.0329	30.6333	18.0222
15.15	6.313	0.1578	29.75	17.3
18.51	6.292	0.1028	27.0111	18.8444
13.45	6.27	0.1628	28.2722	18.8556
1.17	6.247	0.1221	30.6667	19.9944
0	6.224	0.3057	31.9833	20.75
0	6.201	0.1943	32.8722	20.9
0	6.177	0.1564	34.0111	20.3722
0	6.152	0.1228	35.2	19.25
0	6.126	0.1071	36.0556	19.4667
1.31	6.1	0.0943	36.4944	21.0333
4.38	6.074	0.0871	36.5056	20.7111
0.99	6.047	0.0821	35.1333	19.5944
1.95	6.019	0.1264	34.0944	18.4056
2.67	5.991	0.0836	35.2889	19.95
2.54	5.962	0.0771	35.9889	19.4556
0.63	5.933	0.0786	34.3	19.0778
0	5.903	0.0707	33.4167	16.2111
0	5.873	0.0757	33.5444	15.7389
0	5.842	0.0693	33.0833	14.9722
0.06	5.811	0.0629	32.8889	16.1667
1.15	5.779	0.0571	32.9444	15.9722
0.99	5.747	0.0557	32.6056	16.3889
0.27	5.715	0.0557	33.9056	15.75
0	5.682	0.0536	36.1333	15.7111
3.87	5.648	0.0507	36.2667	16.9278
7.69	5.614	0.0507	35.3167	18.15
1.41	5.58	0.0479	33.05	17.6667
2.94	5.545	0.0493	33.1722	17.2278
0.06	5.51	0.0586	33.4278	19.5444
0	5.474	0.0664	33.6222	18.7833
0.02	5.438	0.0586	33.9611	18.0056
0.27	5.402	0.0536	34.1778	18.5111
0.97	5.365	0.0507	34.5111	19.6
4.45	5.328	0.0479	34.8889	19.4611
3.41	5.291	0.0471	31.8111	20.2889
1.25	5.253	0.0471	30.8222	20.2
0	5.215	0.0457	32.3	20.5278
0.77	5.177	0.0443	33.5889	21.6333
0.21	5.138	0.0507	33.6222	19.8944
1.04	5.099	0.0543	31.5889	16.1722
4.86	5.06	0.0471	31	18.4056
33.68	5.02	0.0536	29.6667	18.4278
2.16	4.981	0.5485	30.7	19.3778
1.07	4.941	0.19	33.3722	20.6944
3.13	4.901	0.1314	31.2333	18.5278
0.08	4.86	0.1036	31.4444	17.9833
0	4.82	0.085	30.8111	16.4444
0	4.779	0.0736	31.0778	15.0389
0	4.738	0.0664	30.0556	13.8333
0	4.697	0.0614	27.9611	11.6278
0	4.656	0.0571	28.2333	8.9333
0.26	4.614	0.0557	29.5611	11.8
