10.09	0.67	1.3434	14.4056	6.8111
0.44	0.68	2.4877	11.5111	-2.8611
0	0.683	2.0002	7.0111	-5.1833
1.35	0.687	1.6519	6.2222	-3.3778
0	0.692	1.5623	4.9667	-3.9056
0	0.697	1.4329	8.8667	-5.0556
0	0.702	1.3633	9.0333	-4.5833
0	0.708	1.3334	13.6056	-5.8833
0	0.714	1.3036	16.0278	2.3056
0	0.721	1.2737	10.5833	-2.5556
0	0.728	1.214	5.4722	-9.6222
7.99	0.735	1.1842	6.7778	-4.0889
15.3	0.744	1.5225	8.0222	-2.5056
0.15	0.752	2.0698	-0.5722	-10.9278
0	0.761	1.5225	-1.45	-15.5444
0	0.77	1.3931	7.3333	-10.4278
0.86	0.78	1.413	4.2389	-6.4444
0.01	0.79	1.3533	1.7833	-7.8389
0.06	0.801	1.2339	1.9611	-10.3778
6.34	0.812	1.2638	2.3389	-6.0611
0.45	0.823	1.2936	6.9333	-2.3278
0.69	0.835	1.2936	7.6944	-2.3278
4.12	0.848	1.2439	6.4167	-6.4
6.9	0.86	1.2339	-2.3278	-9.8278
0.15	0.873	1.224	1.2611	-11.35
1.92	0.887	1.214	4.1778	-10.1333
9.82	0.901	1.3036	2.3611	-4.0222
0.35	0.915	1.5822	0.9167	-6.55
1.07	0.93	1.5325	3.0111	-3.8444
24.49	0.945	1.632	1.9611	-2.7611
7.55	0.961	2.5475	-0.7278	-6.5
1.1	0.976	2.1693	4.55	-7.2556
0	0.993	1.9504	6.6722	-6.4556
0.22	1.009	1.8708	8.6	-5.75
0.85	1.026	1.831	8.7778	-2.15
8.71	1.044	1.9106	7.6889	2.0278
11.6	1.061	2.4877	8.8	1.5889
5.06	1.079	2.7863	5.8833	2.1056
3.03	1.098	2.3882	7.0056	1.4333
23.28	1.116	2.3385	4.1556	-5.0111
2.61	1.135	2.2887	0.75	-6.3
9.06	1.155	2.1395	2.1944	-4.8667
33.13	1.174	5.473	8.1389	-0.4722
10.6	1.194	8.3588	9.8722	2.8
4.62	1.215	8.7867	12.6444	0.1333
0	1.235	7.2841	10.9222	-3.6778
0	1.256	5.7119	9.5889	-0.6833
0	1.277	3.9406	17.6167	1.8778
0	1.299	3.2639	20.1722	1.0278
1.23	1.321	2.8858	19.5944	5.3444
1.73	1.343	2.6768	15.8833	4.4056
2.07	1.365	2.5475	9.3667	-1.2056
9.63	1.387	2.4678	2.9556	-2.5111
0.06	1.41	2.3882	3.9	-1.8222
0.71	1.433	2.229	6.1444	-1.95
1.2	1.457	2.1196	15.3833	1.5833
0.68	1.48	2.1096	17.5778	7.7111
0.49	1.504	2.0599	16.05	9.15
0.18	1.528	2.0002	22.4	11.4389
0	1.552	1.9504	19.4222	7.7889
4	1.576	1.8011	13.6167	3.2833
11.45	1.601	2.0002	11.0278	2.2556
1.7	1.626	2.438	13.0222	3.9889
0.18	1.651	2.1793	12.7333	2.6944
2.62	1.676	2.0002	8.8056	-1.95
27.94	1.701	1.9106	2.3556	-4.5722
2.74	1.726	4.4083	13.2722	-1.7056
0.42	1.752	5.6721	15.2611	2.5778
0.99	1.778	4.7566	11.8667	3.1778
0.13	1.803	3.3734	16.5278	1.5944
0.05	1.829	2.8858	18.7278	4.3556
0	1.856	2.5972	10.7167	0.0444
0	1.882	2.3882	10.1944	-5.7278
0	1.908	2.229	13.7	-3.15
